date, total distance
09.08.2021 14:10:45.210,649.17
09.08.2021 14:10:45.911,649.17
09.08.2021 14:10:46.171,649.18
09.08.2021 14:10:46.904,649.18
09.08.2021 14:10:47.140,649.19
09.08.2021 14:10:47.979,649.19
09.08.2021 14:10:49.005,649.20
09.08.2021 14:10:49.222,649.21
09.08.2021 14:10:49.995,649.21
09.08.2021 14:10:50.246,649.22
09.08.2021 14:10:50.928,649.22
09.08.2021 14:10:51.176,649.22
09.08.2021 14:10:51.978,649.22
09.08.2021 14:10:52.224,649.23
09.08.2021 14:10:52.990,649.23
09.08.2021 14:10:53.219,649.24
09.08.2021 14:10:53.951,649.24
09.08.2021 14:10:54.182,649.25
09.08.2021 14:10:54.998,649.25
09.08.2021 14:10:55.931,649.26
09.08.2021 14:10:56.148,649.26
09.08.2021 14:10:56.981,649.26
09.08.2021 14:10:57.203,649.27
09.08.2021 14:10:57.885,649.27
09.08.2021 14:10:58.125,649.28
09.08.2021 14:10:58.990,649.28
09.08.2021 14:10:59.980,649.29
09.08.2021 14:11:00.199,649.29
09.08.2021 14:11:00.914,649.29
09.08.2021 14:11:01.138,649.30
09.08.2021 14:11:01.931,649.30
09.08.2021 14:11:02.174,649.30
09.08.2021 14:11:02.981,649.30
09.08.2021 14:11:04.004,649.31
09.08.2021 14:11:04.901,649.31
09.08.2021 14:11:05.136,649.32
09.08.2021 14:11:05.926,649.32
09.08.2021 14:11:07.004,649.32
09.08.2021 14:11:07.228,649.32
09.08.2021 14:11:07.991,649.32
09.08.2021 14:11:08.218,649.33
09.08.2021 14:11:08.981,649.33
09.08.2021 14:11:09.204,649.33
09.08.2021 14:11:09.977,649.33
09.08.2021 14:11:10.218,649.33
09.08.2021 14:11:10.930,649.33
09.08.2021 14:11:11.174,649.33
09.08.2021 14:11:11.888,649.33
09.08.2021 14:11:12.100,649.33
09.08.2021 14:11:12.881,649.33
09.08.2021 14:11:13.125,649.33
09.08.2021 14:11:13.901,649.33
09.08.2021 14:11:14.139,649.33
09.08.2021 14:11:14.891,649.33
09.08.2021 14:11:15.119,649.34
09.08.2021 14:11:15.913,649.34
09.08.2021 14:11:16.152,649.34
09.08.2021 14:11:16.898,649.34
09.08.2021 14:11:17.130,649.35
09.08.2021 14:11:17.928,649.35
09.08.2021 14:11:18.167,649.36
09.08.2021 14:11:18.918,649.36
09.08.2021 14:11:19.913,649.36
09.08.2021 14:11:20.140,649.37
09.08.2021 14:11:20.925,649.37
09.08.2021 14:11:21.172,649.37
09.08.2021 14:11:21.915,649.37
09.08.2021 14:11:22.166,649.38
09.08.2021 14:11:22.902,649.38
09.08.2021 14:11:23.174,649.39
09.08.2021 14:11:23.982,649.39
09.08.2021 14:11:24.198,649.39
09.08.2021 14:11:24.914,649.39
09.08.2021 14:11:25.152,649.40
09.08.2021 14:11:25.931,649.40
09.08.2021 14:11:26.177,649.41
